"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"JAK1",0.279048127067162,6.6030156640546,1.40490395347497,0.217558589421889,0.663533247006258,-5.76320816908256,0.634201620735059
"RYK",0.153130967616795,5.03659771719415,1.39669731806402,0.219870426547817,0.666370204100849,-5.77295998847799,0.634201620735059
"MOK",-0.164126031387247,6.13069741067824,-1.39511824214282,0.220317897535494,0.667156238427524,-5.77483350839351,0.634201620735059
"CDK19",0.26658064805045,3.59093315874327,1.39211552167914,0.221171153449621,0.667817129155413,-5.77839355825951,0.634201620735059
"CLK2",-0.286519155501063,3.58010186517404,-1.38444659917049,0.223364447276138,0.670320313888481,-5.78747046364083,0.63665555032001
"PDK2",-0.232736227798983,5.61274007188316,-1.35958240894838,0.230616218249948,0.677534806498243,-5.81674395832871,0.652084876994367
"VRK1",0.596939054988686,5.03289359568087,1.35654316227976,0.231517529857244,0.678502474835943,-5.82030552143743,0.652084876994367
"NUAK1",0.818307142130966,-1.72893814729976,1.34656445354673,0.234499860169858,0.679428270344263,-5.83197309566003,0.656599608475601
"RIOK3",0.177461162095289,5.434668475191,1.34075725838846,0.236251818326142,0.680974591831693,-5.83874456697146,0.657636640486806
"ABR",-0.229603795106703,7.36294661192521,-1.32506517936824,0.24104667643038,0.684186088897748,-5.85697275090242,0.66621209210276
"SRC",-0.68699046713365,1.88748139646306,-1.31981042591045,0.242672281355756,0.686462218671311,-5.86305374134942,0.66621209210276
"MAP2K7",-0.195192195592968,5.91230078530283,-1.3170466984277,0.24353131097874,0.687411617275485,-5.86624733256336,0.66621209210276
"TAF1",-0.154241158513267,4.09044947584417,-1.30678722030646,0.246744703338586,0.691559483442292,-5.8780739678289,0.671145593080955
